Type;Variable;Group;Week;Year;Age;Vax_status;Value
incidence;intensiv;NA;48;2021;20-29;Første vaccination;0,0
incidence;intensiv;NA;48;2021;20-29;Anden vaccination;0,4
incidence;intensiv;NA;48;2021;20-29;Fuld effekt efter primært forløb;0,4
incidence;intensiv;NA;48;2021;20-29;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;11;2022;30-39;Ingen vaccination;0,0
incidence;intensiv;NA;11;2022;30-39;Første vaccination;0,0
incidence;intensiv;NA;11;2022;30-39;Anden vaccination;0,6
incidence;intensiv;NA;11;2022;30-39;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;11;2022;30-39;Fuld effekt efter revaccination;0,9
incidence;intensiv;NA;10;2022;30-39;Ingen vaccination;0,0
incidence;intensiv;NA;10;2022;30-39;Første vaccination;0,0
incidence;intensiv;NA;10;2022;30-39;Anden vaccination;1,1
incidence;intensiv;NA;10;2022;30-39;Fuld effekt efter primært forløb;1,0
incidence;intensiv;NA;10;2022;30-39;Fuld effekt efter revaccination;1,2
incidence;intensiv;NA;9;2022;30-39;Ingen vaccination;2,9
incidence;intensiv;NA;9;2022;30-39;Første vaccination;0,0
incidence;intensiv;NA;9;2022;30-39;Anden vaccination;0,8
incidence;intensiv;NA;9;2022;30-39;Fuld effekt efter primært forløb;1,7
incidence;intensiv;NA;9;2022;30-39;Fuld effekt efter revaccination;0,4
incidence;intensiv;NA;8;2022;30-39;Ingen vaccination;6,7
incidence;intensiv;NA;8;2022;30-39;Første vaccination;0,0
incidence;intensiv;NA;8;2022;30-39;Anden vaccination;1,4
incidence;intensiv;NA;8;2022;30-39;Fuld effekt efter primært forløb;0,8
incidence;intensiv;NA;8;2022;30-39;Fuld effekt efter revaccination;1,7
incidence;intensiv;NA;7;2022;30-39;Ingen vaccination;0,0
incidence;intensiv;NA;7;2022;30-39;Første vaccination;0,0
incidence;intensiv;NA;7;2022;30-39;Anden vaccination;1,7
incidence;intensiv;NA;7;2022;30-39;Fuld effekt efter primært forløb;1,9
incidence;intensiv;NA;7;2022;30-39;Fuld effekt efter revaccination;1,6
incidence;intensiv;NA;6;2022;30-39;Ingen vaccination;5,9
incidence;intensiv;NA;6;2022;30-39;Første vaccination;11,1
incidence;intensiv;NA;6;2022;30-39;Anden vaccination;2,1
incidence;intensiv;NA;6;2022;30-39;Fuld effekt efter primært forløb;3,9
incidence;intensiv;NA;6;2022;30-39;Fuld effekt efter revaccination;1,0
incidence;intensiv;NA;5;2022;30-39;Ingen vaccination;4,6
incidence;intensiv;NA;5;2022;30-39;Første vaccination;0,0
incidence;intensiv;NA;5;2022;30-39;Anden vaccination;2,4
incidence;intensiv;NA;5;2022;30-39;Fuld effekt efter primært forløb;1,8
incidence;intensiv;NA;5;2022;30-39;Fuld effekt efter revaccination;2,6
incidence;intensiv;NA;4;2022;30-39;Ingen vaccination;2,2
incidence;intensiv;NA;4;2022;30-39;Første vaccination;0,0
incidence;intensiv;NA;4;2022;30-39;Anden vaccination;1,9
incidence;intensiv;NA;4;2022;30-39;Fuld effekt efter primært forløb;2,0
incidence;intensiv;NA;4;2022;30-39;Fuld effekt efter revaccination;1,4
incidence;intensiv;NA;3;2022;30-39;Ingen vaccination;4,3
incidence;intensiv;NA;3;2022;30-39;Første vaccination;8,0
incidence;intensiv;NA;3;2022;30-39;Anden vaccination;1,0
incidence;intensiv;NA;3;2022;30-39;Fuld effekt efter primært forløb;1,3
incidence;intensiv;NA;3;2022;30-39;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;2;2022;30-39;Ingen vaccination;0,0
incidence;intensiv;NA;2;2022;30-39;Første vaccination;0,0
incidence;intensiv;NA;2;2022;30-39;Anden vaccination;0,8
incidence;intensiv;NA;2;2022;30-39;Fuld effekt efter primært forløb;0,5
incidence;intensiv;NA;2;2022;30-39;Fuld effekt efter revaccination;2,4
incidence;intensiv;NA;1;2022;30-39;Ingen vaccination;3,0
incidence;intensiv;NA;1;2022;30-39;Første vaccination;0,0
incidence;intensiv;NA;1;2022;30-39;Anden vaccination;0,8
incidence;intensiv;NA;1;2022;30-39;Fuld effekt efter primært forløb;0,9
incidence;intensiv;NA;1;2022;30-39;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;52;2021;30-39;Ingen vaccination;2,0
incidence;intensiv;NA;52;2021;30-39;Første vaccination;0,0
incidence;intensiv;NA;52;2021;30-39;Anden vaccination;0,2
incidence;intensiv;NA;52;2021;30-39;Fuld effekt efter primært forløb;0,2
incidence;intensiv;NA;52;2021;30-39;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;51;2021;30-39;Ingen vaccination;3,8
incidence;intensiv;NA;51;2021;30-39;Første vaccination;0,0
incidence;intensiv;NA;51;2021;30-39;Anden vaccination;0,0
incidence;intensiv;NA;51;2021;30-39;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;51;2021;30-39;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;50;2021;30-39;Ingen vaccination;7,4
incidence;intensiv;NA;50;2021;30-39;Første vaccination;0,0
incidence;intensiv;NA;50;2021;30-39;Anden vaccination;0,2
incidence;intensiv;NA;50;2021;30-39;Fuld effekt efter primært forløb;0,2
incidence;intensiv;NA;50;2021;30-39;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;49;2021;30-39;Ingen vaccination;2,7
incidence;intensiv;NA;49;2021;30-39;Første vaccination;3,4
incidence;intensiv;NA;49;2021;30-39;Anden vaccination;0,0
incidence;intensiv;NA;49;2021;30-39;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;49;2021;30-39;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;48;2021;30-39;Ingen vaccination;3,4
incidence;intensiv;NA;48;2021;30-39;Første vaccination;0,0
incidence;intensiv;NA;48;2021;30-39;Anden vaccination;0,0
incidence;intensiv;NA;48;2021;30-39;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;48;2021;30-39;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;11;2022;40-49;Ingen vaccination;2,7
incidence;intensiv;NA;11;2022;40-49;Første vaccination;38,8
incidence;intensiv;NA;11;2022;40-49;Anden vaccination;1,9
incidence;intensiv;NA;11;2022;40-49;Fuld effekt efter primært forløb;2,5
incidence;intensiv;NA;11;2022;40-49;Fuld effekt efter revaccination;1,8
incidence;intensiv;NA;10;2022;40-49;Ingen vaccination;2,5
incidence;intensiv;NA;10;2022;40-49;Første vaccination;0,0
incidence;intensiv;NA;10;2022;40-49;Anden vaccination;2,0
incidence;intensiv;NA;10;2022;40-49;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;10;2022;40-49;Fuld effekt efter revaccination;2,2
incidence;intensiv;NA;9;2022;40-49;Ingen vaccination;2,3
incidence;intensiv;NA;9;2022;40-49;Første vaccination;0,0
incidence;intensiv;NA;9;2022;40-49;Anden vaccination;1,1
incidence;intensiv;NA;9;2022;40-49;Fuld effekt efter primært forløb;2,0
incidence;intensiv;NA;9;2022;40-49;Fuld effekt efter revaccination;1,0
incidence;intensiv;NA;8;2022;40-49;Ingen vaccination;2,2
incidence;intensiv;NA;8;2022;40-49;Første vaccination;0,0
incidence;intensiv;NA;8;2022;40-49;Anden vaccination;1,8
incidence;intensiv;NA;8;2022;40-49;Fuld effekt efter primært forløb;5,2
incidence;intensiv;NA;8;2022;40-49;Fuld effekt efter revaccination;1,4
incidence;intensiv;NA;7;2022;40-49;Ingen vaccination;8,1
incidence;intensiv;NA;7;2022;40-49;Første vaccination;0,0
incidence;intensiv;NA;7;2022;40-49;Anden vaccination;1,3
incidence;intensiv;NA;7;2022;40-49;Fuld effekt efter primært forløb;3,0
incidence;intensiv;NA;7;2022;40-49;Fuld effekt efter revaccination;1,1
incidence;intensiv;NA;6;2022;40-49;Ingen vaccination;1,9
incidence;intensiv;NA;6;2022;40-49;Første vaccination;0,0
incidence;intensiv;NA;6;2022;40-49;Anden vaccination;1,5
incidence;intensiv;NA;6;2022;40-49;Fuld effekt efter primært forløb;1,3
incidence;intensiv;NA;6;2022;40-49;Fuld effekt efter revaccination;1,5
incidence;intensiv;NA;5;2022;40-49;Ingen vaccination;0,0
incidence;intensiv;NA;5;2022;40-49;Første vaccination;0,0
incidence;intensiv;NA;5;2022;40-49;Anden vaccination;1,2
incidence;intensiv;NA;5;2022;40-49;Fuld effekt efter primært forløb;1,1
incidence;intensiv;NA;5;2022;40-49;Fuld effekt efter revaccination;1,3
incidence;intensiv;NA;4;2022;40-49;Ingen vaccination;5,5
incidence;intensiv;NA;4;2022;40-49;Første vaccination;0,0
incidence;intensiv;NA;4;2022;40-49;Anden vaccination;1,4
incidence;intensiv;NA;4;2022;40-49;Fuld effekt efter primært forløb;1,6
incidence;intensiv;NA;4;2022;40-49;Fuld effekt efter revaccination;1,3
incidence;intensiv;NA;3;2022;40-49;Ingen vaccination;1,8
incidence;intensiv;NA;3;2022;40-49;Første vaccination;0,0
incidence;intensiv;NA;3;2022;40-49;Anden vaccination;0,9
incidence;intensiv;NA;3;2022;40-49;Fuld effekt efter primært forløb;2,3
incidence;intensiv;NA;3;2022;40-49;Fuld effekt efter revaccination;0,2
incidence;intensiv;NA;2;2022;40-49;Ingen vaccination;1,7
incidence;intensiv;NA;2;2022;40-49;Første vaccination;0,0
incidence;intensiv;NA;2;2022;40-49;Anden vaccination;0,3
incidence;intensiv;NA;2;2022;40-49;Fuld effekt efter primært forløb;0,9
incidence;intensiv;NA;2;2022;40-49;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;1;2022;40-49;Ingen vaccination;1,7
incidence;intensiv;NA;1;2022;40-49;Første vaccination;0,0
incidence;intensiv;NA;1;2022;40-49;Anden vaccination;1,0
incidence;intensiv;NA;1;2022;40-49;Fuld effekt efter primært forløb;0,9
incidence;intensiv;NA;1;2022;40-49;Fuld effekt efter revaccination;1,1
incidence;intensiv;NA;52;2021;40-49;Ingen vaccination;6,6
incidence;intensiv;NA;52;2021;40-49;Første vaccination;0,0
incidence;intensiv;NA;52;2021;40-49;Anden vaccination;0,3
incidence;intensiv;NA;52;2021;40-49;Fuld effekt efter primært forløb;0,4
incidence;intensiv;NA;52;2021;40-49;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;51;2021;40-49;Ingen vaccination;8,0
incidence;intensiv;NA;51;2021;40-49;Første vaccination;0,0
incidence;intensiv;NA;51;2021;40-49;Anden vaccination;0,3
incidence;intensiv;NA;51;2021;40-49;Fuld effekt efter primært forløb;0,2
incidence;intensiv;NA;51;2021;40-49;Fuld effekt efter revaccination;1,6
incidence;intensiv;NA;50;2021;40-49;Ingen vaccination;4,7
incidence;intensiv;NA;50;2021;40-49;Første vaccination;0,0
incidence;intensiv;NA;50;2021;40-49;Anden vaccination;0,5
incidence;intensiv;NA;50;2021;40-49;Fuld effekt efter primært forløb;0,5
incidence;intensiv;NA;50;2021;40-49;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;49;2021;40-49;Ingen vaccination;9,1
incidence;intensiv;NA;49;2021;40-49;Første vaccination;0,0
incidence;intensiv;NA;49;2021;40-49;Anden vaccination;0,3
incidence;intensiv;NA;49;2021;40-49;Fuld effekt efter primært forløb;0,4
incidence;intensiv;NA;49;2021;40-49;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;48;2021;40-49;Ingen vaccination;5,9
incidence;intensiv;NA;48;2021;40-49;Første vaccination;0,0
incidence;intensiv;NA;48;2021;40-49;Anden vaccination;0,3
incidence;intensiv;NA;48;2021;40-49;Fuld effekt efter primært forløb;0,4
incidence;intensiv;NA;48;2021;40-49;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;11;2022;50-59;Ingen vaccination;3,2
incidence;intensiv;NA;11;2022;50-59;Første vaccination;0,0
incidence;intensiv;NA;11;2022;50-59;Anden vaccination;1,5
incidence;intensiv;NA;11;2022;50-59;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;11;2022;50-59;Fuld effekt efter revaccination;1,6
incidence;intensiv;NA;10;2022;50-59;Ingen vaccination;6,0
incidence;intensiv;NA;10;2022;50-59;Første vaccination;0,0
incidence;intensiv;NA;10;2022;50-59;Anden vaccination;1,2
incidence;intensiv;NA;10;2022;50-59;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;10;2022;50-59;Fuld effekt efter revaccination;1,3
incidence;intensiv;NA;9;2022;50-59;Ingen vaccination;8,6
incidence;intensiv;NA;9;2022;50-59;Første vaccination;0,0
incidence;intensiv;NA;9;2022;50-59;Anden vaccination;2,2
incidence;intensiv;NA;9;2022;50-59;Fuld effekt efter primært forløb;5,8
incidence;intensiv;NA;9;2022;50-59;Fuld effekt efter revaccination;2,0
incidence;intensiv;NA;8;2022;50-59;Ingen vaccination;0,0
incidence;intensiv;NA;8;2022;50-59;Første vaccination;0,0
incidence;intensiv;NA;8;2022;50-59;Anden vaccination;2,3
incidence;intensiv;NA;8;2022;50-59;Fuld effekt efter primært forløb;2,7
incidence;intensiv;NA;8;2022;50-59;Fuld effekt efter revaccination;2,2
incidence;intensiv;NA;7;2022;50-59;Ingen vaccination;2,6
incidence;intensiv;NA;7;2022;50-59;Første vaccination;0,0
incidence;intensiv;NA;7;2022;50-59;Anden vaccination;1,7
incidence;intensiv;NA;7;2022;50-59;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;7;2022;50-59;Fuld effekt efter revaccination;1,8
incidence;intensiv;NA;6;2022;50-59;Ingen vaccination;2,5
incidence;intensiv;NA;6;2022;50-59;Første vaccination;0,0
incidence;intensiv;NA;6;2022;50-59;Anden vaccination;2,2
incidence;intensiv;NA;6;2022;50-59;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;6;2022;50-59;Fuld effekt efter revaccination;2,3
incidence;intensiv;NA;5;2022;50-59;Ingen vaccination;9,9
incidence;intensiv;NA;5;2022;50-59;Første vaccination;0,0
incidence;intensiv;NA;5;2022;50-59;Anden vaccination;1,4
incidence;intensiv;NA;5;2022;50-59;Fuld effekt efter primært forløb;3,8
incidence;intensiv;NA;5;2022;50-59;Fuld effekt efter revaccination;1,1
incidence;intensiv;NA;4;2022;50-59;Ingen vaccination;4,8
incidence;intensiv;NA;4;2022;50-59;Første vaccination;0,0
incidence;intensiv;NA;4;2022;50-59;Anden vaccination;0,6
incidence;intensiv;NA;4;2022;50-59;Fuld effekt efter primært forløb;2,9
incidence;intensiv;NA;4;2022;50-59;Fuld effekt efter revaccination;0,3
incidence;intensiv;NA;3;2022;50-59;Ingen vaccination;9,5
incidence;intensiv;NA;3;2022;50-59;Første vaccination;29,2
incidence;intensiv;NA;3;2022;50-59;Anden vaccination;1,0
incidence;intensiv;NA;3;2022;50-59;Fuld effekt efter primært forløb;3,0
incidence;intensiv;NA;3;2022;50-59;Fuld effekt efter revaccination;0,7
incidence;intensiv;NA;2;2022;50-59;Ingen vaccination;11,6
incidence;intensiv;NA;2;2022;50-59;Første vaccination;26,0
incidence;intensiv;NA;2;2022;50-59;Anden vaccination;0,7
incidence;intensiv;NA;2;2022;50-59;Fuld effekt efter primært forløb;2,0
incidence;intensiv;NA;2;2022;50-59;Fuld effekt efter revaccination;0,4
incidence;intensiv;NA;1;2022;50-59;Ingen vaccination;11,4
incidence;intensiv;NA;1;2022;50-59;Første vaccination;0,0
incidence;intensiv;NA;1;2022;50-59;Anden vaccination;0,4
incidence;intensiv;NA;1;2022;50-59;Fuld effekt efter primært forløb;1,2
incidence;intensiv;NA;1;2022;50-59;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;52;2021;50-59;Ingen vaccination;15,7
incidence;intensiv;NA;52;2021;50-59;Første vaccination;0,0
incidence;intensiv;NA;52;2021;50-59;Anden vaccination;0,7
incidence;intensiv;NA;52;2021;50-59;Fuld effekt efter primært forløb;0,7
incidence;intensiv;NA;52;2021;50-59;Fuld effekt efter revaccination;0,7
incidence;intensiv;NA;51;2021;50-59;Ingen vaccination;13,2
incidence;intensiv;NA;51;2021;50-59;Første vaccination;0,0
incidence;intensiv;NA;51;2021;50-59;Anden vaccination;0,7
incidence;intensiv;NA;51;2021;50-59;Fuld effekt efter primært forløb;0,8
incidence;intensiv;NA;51;2021;50-59;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;50;2021;50-59;Ingen vaccination;2,1
incidence;intensiv;NA;50;2021;50-59;Første vaccination;37,0
incidence;intensiv;NA;50;2021;50-59;Anden vaccination;0,1
incidence;intensiv;NA;50;2021;50-59;Fuld effekt efter primært forløb;0,2
incidence;intensiv;NA;50;2021;50-59;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;49;2021;50-59;Ingen vaccination;10,4
incidence;intensiv;NA;49;2021;50-59;Første vaccination;0,0
incidence;intensiv;NA;49;2021;50-59;Anden vaccination;0,3
incidence;intensiv;NA;49;2021;50-59;Fuld effekt efter primært forløb;0,3
incidence;intensiv;NA;49;2021;50-59;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;48;2021;50-59;Ingen vaccination;6,1
incidence;intensiv;NA;48;2021;50-59;Første vaccination;0,0
incidence;intensiv;NA;48;2021;50-59;Anden vaccination;0,4
incidence;intensiv;NA;48;2021;50-59;Fuld effekt efter primært forløb;0,3
incidence;intensiv;NA;48;2021;50-59;Fuld effekt efter revaccination;1,6
incidence;intensiv;NA;11;2022;60-64;Ingen vaccination;0,0
incidence;intensiv;NA;11;2022;60-64;Første vaccination;0,0
incidence;intensiv;NA;11;2022;60-64;Anden vaccination;1,2
incidence;intensiv;NA;11;2022;60-64;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;11;2022;60-64;Fuld effekt efter revaccination;1,2
incidence;intensiv;NA;10;2022;60-64;Ingen vaccination;0,0
incidence;intensiv;NA;10;2022;60-64;Første vaccination;0,0
incidence;intensiv;NA;10;2022;60-64;Anden vaccination;2,6
incidence;intensiv;NA;10;2022;60-64;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;10;2022;60-64;Fuld effekt efter revaccination;2,7
incidence;intensiv;NA;9;2022;60-64;Ingen vaccination;8,2
incidence;intensiv;NA;9;2022;60-64;Første vaccination;0,0
incidence;intensiv;NA;9;2022;60-64;Anden vaccination;2,5
incidence;intensiv;NA;9;2022;60-64;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;9;2022;60-64;Fuld effekt efter revaccination;2,6
incidence;intensiv;NA;8;2022;60-64;Ingen vaccination;15,9
incidence;intensiv;NA;8;2022;60-64;Første vaccination;0,0
incidence;intensiv;NA;8;2022;60-64;Anden vaccination;3,4
incidence;intensiv;NA;8;2022;60-64;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;8;2022;60-64;Fuld effekt efter revaccination;3,6
incidence;intensiv;NA;7;2022;60-64;Ingen vaccination;7,8
incidence;intensiv;NA;7;2022;60-64;Første vaccination;0,0
incidence;intensiv;NA;7;2022;60-64;Anden vaccination;2,0
incidence;intensiv;NA;7;2022;60-64;Fuld effekt efter primært forløb;16,6
incidence;intensiv;NA;7;2022;60-64;Fuld effekt efter revaccination;1,4
incidence;intensiv;NA;6;2022;60-64;Ingen vaccination;0,0
incidence;intensiv;NA;6;2022;60-64;Første vaccination;0,0
incidence;intensiv;NA;6;2022;60-64;Anden vaccination;1,7
incidence;intensiv;NA;6;2022;60-64;Fuld effekt efter primært forløb;7,6
incidence;intensiv;NA;6;2022;60-64;Fuld effekt efter revaccination;1,4
incidence;intensiv;NA;5;2022;60-64;Ingen vaccination;0,0
incidence;intensiv;NA;5;2022;60-64;Første vaccination;104,2
incidence;intensiv;NA;5;2022;60-64;Anden vaccination;1,6
incidence;intensiv;NA;5;2022;60-64;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;5;2022;60-64;Fuld effekt efter revaccination;1,7
incidence;intensiv;NA;4;2022;60-64;Ingen vaccination;7,3
incidence;intensiv;NA;4;2022;60-64;Første vaccination;0,0
incidence;intensiv;NA;4;2022;60-64;Anden vaccination;1,3
incidence;intensiv;NA;4;2022;60-64;Fuld effekt efter primært forløb;5,1
incidence;intensiv;NA;4;2022;60-64;Fuld effekt efter revaccination;1,0
incidence;intensiv;NA;3;2022;60-64;Ingen vaccination;7,2
incidence;intensiv;NA;3;2022;60-64;Første vaccination;90,3
incidence;intensiv;NA;3;2022;60-64;Anden vaccination;0,6
incidence;intensiv;NA;3;2022;60-64;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;3;2022;60-64;Fuld effekt efter revaccination;0,7
incidence;intensiv;NA;2;2022;60-64;Ingen vaccination;7,1
incidence;intensiv;NA;2;2022;60-64;Første vaccination;81,7
incidence;intensiv;NA;2;2022;60-64;Anden vaccination;1,9
incidence;intensiv;NA;2;2022;60-64;Fuld effekt efter primært forløb;13,7
incidence;intensiv;NA;2;2022;60-64;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;1;2022;60-64;Ingen vaccination;28,0
incidence;intensiv;NA;1;2022;60-64;Første vaccination;0,0
incidence;intensiv;NA;1;2022;60-64;Anden vaccination;1,3
incidence;intensiv;NA;1;2022;60-64;Fuld effekt efter primært forløb;2,3
incidence;intensiv;NA;1;2022;60-64;Fuld effekt efter revaccination;0,9
incidence;intensiv;NA;52;2021;60-64;Ingen vaccination;6,9
incidence;intensiv;NA;52;2021;60-64;Første vaccination;68,0
incidence;intensiv;NA;52;2021;60-64;Anden vaccination;1,0
incidence;intensiv;NA;52;2021;60-64;Fuld effekt efter primært forløb;1,4
incidence;intensiv;NA;52;2021;60-64;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;51;2021;60-64;Ingen vaccination;33,8
incidence;intensiv;NA;51;2021;60-64;Første vaccination;0,0
incidence;intensiv;NA;51;2021;60-64;Anden vaccination;0,6
incidence;intensiv;NA;51;2021;60-64;Fuld effekt efter primært forløb;0,4
incidence;intensiv;NA;51;2021;60-64;Fuld effekt efter revaccination;2,0
incidence;intensiv;NA;50;2021;60-64;Ingen vaccination;0,0
incidence;intensiv;NA;50;2021;60-64;Første vaccination;0,0
incidence;intensiv;NA;50;2021;60-64;Anden vaccination;0,9
incidence;intensiv;NA;50;2021;60-64;Fuld effekt efter primært forløb;1,1
incidence;intensiv;NA;50;2021;60-64;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;49;2021;60-64;Ingen vaccination;6,5
incidence;intensiv;NA;49;2021;60-64;Første vaccination;0,0
incidence;intensiv;NA;49;2021;60-64;Anden vaccination;0,9
incidence;intensiv;NA;49;2021;60-64;Fuld effekt efter primært forløb;1,1
incidence;intensiv;NA;49;2021;60-64;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;48;2021;60-64;Ingen vaccination;12,7
incidence;intensiv;NA;48;2021;60-64;Første vaccination;0,0
incidence;intensiv;NA;48;2021;60-64;Anden vaccination;0,3
incidence;intensiv;NA;48;2021;60-64;Fuld effekt efter primært forløb;0,4
incidence;intensiv;NA;48;2021;60-64;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;11;2022;65-69;Ingen vaccination;0,0
incidence;intensiv;NA;11;2022;65-69;Første vaccination;0,0
incidence;intensiv;NA;11;2022;65-69;Anden vaccination;2,7
incidence;intensiv;NA;11;2022;65-69;Fuld effekt efter primært forløb;14,6
incidence;intensiv;NA;11;2022;65-69;Fuld effekt efter revaccination;2,4
incidence;intensiv;NA;10;2022;65-69;Ingen vaccination;0,0
incidence;intensiv;NA;10;2022;65-69;Første vaccination;0,0
incidence;intensiv;NA;10;2022;65-69;Anden vaccination;3,3
incidence;intensiv;NA;10;2022;65-69;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;10;2022;65-69;Fuld effekt efter revaccination;3,4
incidence;intensiv;NA;9;2022;65-69;Ingen vaccination;10,6
incidence;intensiv;NA;9;2022;65-69;Første vaccination;0,0
incidence;intensiv;NA;9;2022;65-69;Anden vaccination;4,0
incidence;intensiv;NA;9;2022;65-69;Fuld effekt efter primært forløb;27,2
incidence;intensiv;NA;9;2022;65-69;Fuld effekt efter revaccination;3,3
incidence;intensiv;NA;8;2022;65-69;Ingen vaccination;0,0
incidence;intensiv;NA;8;2022;65-69;Første vaccination;0,0
incidence;intensiv;NA;8;2022;65-69;Anden vaccination;7,1
incidence;intensiv;NA;8;2022;65-69;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;8;2022;65-69;Fuld effekt efter revaccination;7,3
incidence;intensiv;NA;7;2022;65-69;Ingen vaccination;30,7
incidence;intensiv;NA;7;2022;65-69;Første vaccination;163,9
incidence;intensiv;NA;7;2022;65-69;Anden vaccination;2,8
incidence;intensiv;NA;7;2022;65-69;Fuld effekt efter primært forløb;37,2
incidence;intensiv;NA;7;2022;65-69;Fuld effekt efter revaccination;1,8
incidence;intensiv;NA;6;2022;65-69;Ingen vaccination;10,1
incidence;intensiv;NA;6;2022;65-69;Første vaccination;0,0
incidence;intensiv;NA;6;2022;65-69;Anden vaccination;2,4
incidence;intensiv;NA;6;2022;65-69;Fuld effekt efter primært forløb;11,6
incidence;intensiv;NA;6;2022;65-69;Fuld effekt efter revaccination;2,1
incidence;intensiv;NA;5;2022;65-69;Ingen vaccination;10,0
incidence;intensiv;NA;5;2022;65-69;Første vaccination;0,0
incidence;intensiv;NA;5;2022;65-69;Anden vaccination;1,4
incidence;intensiv;NA;5;2022;65-69;Fuld effekt efter primært forløb;10,3
incidence;intensiv;NA;5;2022;65-69;Fuld effekt efter revaccination;1,1
incidence;intensiv;NA;4;2022;65-69;Ingen vaccination;0,0
incidence;intensiv;NA;4;2022;65-69;Første vaccination;0,0
incidence;intensiv;NA;4;2022;65-69;Anden vaccination;1,7
incidence;intensiv;NA;4;2022;65-69;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;4;2022;65-69;Fuld effekt efter revaccination;1,8
incidence;intensiv;NA;3;2022;65-69;Ingen vaccination;9,8
incidence;intensiv;NA;3;2022;65-69;Første vaccination;0,0
incidence;intensiv;NA;3;2022;65-69;Anden vaccination;1,4
incidence;intensiv;NA;3;2022;65-69;Fuld effekt efter primært forløb;12,2
incidence;intensiv;NA;3;2022;65-69;Fuld effekt efter revaccination;0,7
incidence;intensiv;NA;2;2022;65-69;Ingen vaccination;9,6
incidence;intensiv;NA;2;2022;65-69;Første vaccination;108,8
incidence;intensiv;NA;2;2022;65-69;Anden vaccination;0,3
incidence;intensiv;NA;2;2022;65-69;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;2;2022;65-69;Fuld effekt efter revaccination;0,4
incidence;intensiv;NA;1;2022;65-69;Ingen vaccination;9,5
incidence;intensiv;NA;1;2022;65-69;Første vaccination;0,0
incidence;intensiv;NA;1;2022;65-69;Anden vaccination;1,3
incidence;intensiv;NA;1;2022;65-69;Fuld effekt efter primært forløb;4,2
incidence;intensiv;NA;1;2022;65-69;Fuld effekt efter revaccination;0,8
incidence;intensiv;NA;52;2021;65-69;Ingen vaccination;28,1
incidence;intensiv;NA;52;2021;65-69;Første vaccination;0,0
incidence;intensiv;NA;52;2021;65-69;Anden vaccination;0,7
incidence;intensiv;NA;52;2021;65-69;Fuld effekt efter primært forløb;0,0
incidence;intensiv;NA;52;2021;65-69;Fuld effekt efter revaccination;1,2
incidence;intensiv;NA;51;2021;65-69;Ingen vaccination;73,4
incidence;intensiv;NA;51;2021;65-69;Første vaccination;0,0
incidence;intensiv;NA;51;2021;65-69;Anden vaccination;1,0
incidence;intensiv;NA;51;2021;65-69;Fuld effekt efter primært forløb;1,4
incidence;intensiv;NA;51;2021;65-69;Fuld effekt efter revaccination;0,0
incidence;intensiv;NA;50;2021;65-69;Ingen vaccination;0,0
incidence;intensiv;NA;50;2021;65-69;Første vaccination;0,0
incidence;intensiv;NA;50;2021;65-69;Anden vaccination;2,0
