"Prøvedato";"Region";"infected";"Antal borgere";"Type af tilfælde (reinfektion eller bekræftet tilfælde)";"type_count"
2021-10-24;Hovedstaden;778;1855361;2.Bekræftede tilfælde;2
2021-10-24;Midtjylland;0;1336319;1.Reinfektion;1
2021-10-24;Midtjylland;181;1336319;2.Bekræftede tilfælde;2
2021-10-24;Nordjylland;2;590721;1.Reinfektion;1
2021-10-24;Nordjylland;102;590721;2.Bekræftede tilfælde;2
2021-10-24;Sjælland;0;840653;1.Reinfektion;1
2021-10-24;Sjælland;186;840653;2.Bekræftede tilfælde;2
2021-10-24;Syddanmark;2;1224620;1.Reinfektion;1
2021-10-24;Syddanmark;186;1224620;2.Bekræftede tilfælde;2
2021-10-25;Hovedstaden;11;1855361;1.Reinfektion;1
2021-10-25;Hovedstaden;825;1855361;2.Bekræftede tilfælde;2
2021-10-25;Midtjylland;1;1336319;1.Reinfektion;1
2021-10-25;Midtjylland;186;1336319;2.Bekræftede tilfælde;2
2021-10-25;Nordjylland;0;590721;1.Reinfektion;1
2021-10-25;Nordjylland;85;590721;2.Bekræftede tilfælde;2
2021-10-25;Sjælland;3;840653;1.Reinfektion;1
2021-10-25;Sjælland;289;840653;2.Bekræftede tilfælde;2
2021-10-25;Syddanmark;0;1224620;1.Reinfektion;1
2021-10-25;Syddanmark;227;1224620;2.Bekræftede tilfælde;2
2021-10-26;Hovedstaden;12;1855361;1.Reinfektion;1
2021-10-26;Hovedstaden;1051;1855361;2.Bekræftede tilfælde;2
2021-10-26;Midtjylland;2;1336319;1.Reinfektion;1
2021-10-26;Midtjylland;173;1336319;2.Bekræftede tilfælde;2
2021-10-26;Nordjylland;0;590721;1.Reinfektion;1
2021-10-26;Nordjylland;102;590721;2.Bekræftede tilfælde;2
2021-10-26;Sjælland;3;840653;1.Reinfektion;1
2021-10-26;Sjælland;328;840653;2.Bekræftede tilfælde;2
2021-10-26;Syddanmark;3;1224620;1.Reinfektion;1
2021-10-26;Syddanmark;244;1224620;2.Bekræftede tilfælde;2
2021-10-27;Hovedstaden;19;1855361;1.Reinfektion;1
2021-10-27;Hovedstaden;1013;1855361;2.Bekræftede tilfælde;2
2021-10-27;Midtjylland;4;1336319;1.Reinfektion;1
2021-10-27;Midtjylland;226;1336319;2.Bekræftede tilfælde;2
2021-10-27;Nordjylland;0;590721;1.Reinfektion;1
2021-10-27;Nordjylland;91;590721;2.Bekræftede tilfælde;2
2021-10-27;Sjælland;2;840653;1.Reinfektion;1
2021-10-27;Sjælland;233;840653;2.Bekræftede tilfælde;2
2021-10-27;Syddanmark;1;1224620;1.Reinfektion;1
2021-10-27;Syddanmark;252;1224620;2.Bekræftede tilfælde;2
2021-10-28;Hovedstaden;18;1855361;1.Reinfektion;1
2021-10-28;Hovedstaden;932;1855361;2.Bekræftede tilfælde;2
2021-10-28;Midtjylland;5;1336319;1.Reinfektion;1
2021-10-28;Midtjylland;217;1336319;2.Bekræftede tilfælde;2
2021-10-28;Nordjylland;0;590721;1.Reinfektion;1
2021-10-28;Nordjylland;82;590721;2.Bekræftede tilfælde;2
2021-10-28;Sjælland;3;840653;1.Reinfektion;1
2021-10-28;Sjælland;283;840653;2.Bekræftede tilfælde;2
2021-10-28;Syddanmark;1;1224620;1.Reinfektion;1
2021-10-28;Syddanmark;249;1224620;2.Bekræftede tilfælde;2
2021-10-29;Hovedstaden;12;1855361;1.Reinfektion;1
2021-10-29;Hovedstaden;814;1855361;2.Bekræftede tilfælde;2
2021-10-29;Midtjylland;1;1336319;1.Reinfektion;1
2021-10-29;Midtjylland;212;1336319;2.Bekræftede tilfælde;2
2021-10-29;Nordjylland;2;590721;1.Reinfektion;1
2021-10-29;Nordjylland;89;590721;2.Bekræftede tilfælde;2
2021-10-29;Sjælland;1;840653;1.Reinfektion;1
2021-10-29;Sjælland;293;840653;2.Bekræftede tilfælde;2
2021-10-29;Syddanmark;2;1224620;1.Reinfektion;1
2021-10-29;Syddanmark;203;1224620;2.Bekræftede tilfælde;2
2021-10-30;Hovedstaden;12;1855361;1.Reinfektion;1
2021-10-30;Hovedstaden;774;1855361;2.Bekræftede tilfælde;2
2021-10-30;Midtjylland;2;1336319;1.Reinfektion;1
2021-10-30;Midtjylland;185;1336319;2.Bekræftede tilfælde;2
2021-10-30;Nordjylland;0;590721;1.Reinfektion;1
2021-10-30;Nordjylland;87;590721;2.Bekræftede tilfælde;2
2021-10-30;Sjælland;0;840653;1.Reinfektion;1
2021-10-30;Sjælland;176;840653;2.Bekræftede tilfælde;2
2021-10-30;Syddanmark;0;1224620;1.Reinfektion;1
2021-10-30;Syddanmark;177;1224620;2.Bekræftede tilfælde;2
2021-10-31;Hovedstaden;18;1855361;1.Reinfektion;1
2021-10-31;Hovedstaden;864;1855361;2.Bekræftede tilfælde;2
2021-10-31;Midtjylland;3;1336319;1.Reinfektion;1
2021-10-31;Midtjylland;230;1336319;2.Bekræftede tilfælde;2
2021-10-31;Nordjylland;2;590721;1.Reinfektion;1
2021-10-31;Nordjylland;120;590721;2.Bekræftede tilfælde;2
2021-10-31;Sjælland;6;840653;1.Reinfektion;1
2021-10-31;Sjælland;223;840653;2.Bekræftede tilfælde;2
2021-10-31;Syddanmark;1;1224620;1.Reinfektion;1
2021-10-31;Syddanmark;262;1224620;2.Bekræftede tilfælde;2
2021-11-01;Hovedstaden;22;1857872;1.Reinfektion;1
2021-11-01;Hovedstaden;1062;1857872;2.Bekræftede tilfælde;2
2021-11-01;Midtjylland;3;1337376;1.Reinfektion;1
2021-11-01;Midtjylland;280;1337376;2.Bekræftede tilfælde;2
2021-11-01;Nordjylland;1;591001;1.Reinfektion;1
2021-11-01;Nordjylland;144;591001;2.Bekræftede tilfælde;2
2021-11-01;Sjælland;3;840920;1.Reinfektion;1
2021-11-01;Sjælland;392;840920;2.Bekræftede tilfælde;2
2021-11-01;Syddanmark;1;1225098;1.Reinfektion;1
2021-11-01;Syddanmark;313;1225098;2.Bekræftede tilfælde;2
2021-11-02;Hovedstaden;23;1857872;1.Reinfektion;1
2021-11-02;Hovedstaden;1180;1857872;2.Bekræftede tilfælde;2
2021-11-02;Midtjylland;1;1337376;1.Reinfektion;1
2021-11-02;Midtjylland;284;1337376;2.Bekræftede tilfælde;2
2021-11-02;Nordjylland;1;591001;1.Reinfektion;1
2021-11-02;Nordjylland;147;591001;2.Bekræftede tilfælde;2
2021-11-02;Sjælland;2;840920;1.Reinfektion;1
2021-11-02;Sjælland;364;840920;2.Bekræftede tilfælde;2
2021-11-02;Syddanmark;2;1225098;1.Reinfektion;1
2021-11-02;Syddanmark;338;1225098;2.Bekræftede tilfælde;2
2021-11-03;Hovedstaden;24;1857872;1.Reinfektion;1
2021-11-03;Hovedstaden;1115;1857872;2.Bekræftede tilfælde;2
2021-11-03;Midtjylland;1;1337376;1.Reinfektion;1
2021-11-03;Midtjylland;342;1337376;2.Bekræftede tilfælde;2
2021-11-03;Nordjylland;0;591001;1.Reinfektion;1
2021-11-03;Nordjylland;170;591001;2.Bekræftede tilfælde;2
2021-11-03;Sjælland;2;840920;1.Reinfektion;1
2021-11-03;Sjælland;342;840920;2.Bekræftede tilfælde;2
2021-11-03;Syddanmark;4;1225098;1.Reinfektion;1
2021-11-03;Syddanmark;326;1225098;2.Bekræftede tilfælde;2
2021-11-04;Hovedstaden;12;1857872;1.Reinfektion;1
2021-11-04;Hovedstaden;1084;1857872;2.Bekræftede tilfælde;2
2021-11-04;Midtjylland;1;1337376;1.Reinfektion;1
2021-11-04;Midtjylland;324;1337376;2.Bekræftede tilfælde;2
2021-11-04;Nordjylland;0;591001;1.Reinfektion;1
2021-11-04;Nordjylland;148;591001;2.Bekræftede tilfælde;2
2021-11-04;Sjælland;5;840920;1.Reinfektion;1
2021-11-04;Sjælland;457;840920;2.Bekræftede tilfælde;2
2021-11-04;Syddanmark;2;1225098;1.Reinfektion;1
2021-11-04;Syddanmark;327;1225098;2.Bekræftede tilfælde;2
2021-11-05;Hovedstaden;14;1857872;1.Reinfektion;1
2021-11-05;Hovedstaden;1006;1857872;2.Bekræftede tilfælde;2
2021-11-05;Midtjylland;5;1337376;1.Reinfektion;1
2021-11-05;Midtjylland;363;1337376;2.Bekræftede tilfælde;2
2021-11-05;Nordjylland;1;591001;1.Reinfektion;1
2021-11-05;Nordjylland;146;591001;2.Bekræftede tilfælde;2
2021-11-05;Sjælland;1;840920;1.Reinfektion;1
2021-11-05;Sjælland;354;840920;2.Bekræftede tilfælde;2
2021-11-05;Syddanmark;2;1225098;1.Reinfektion;1
2021-11-05;Syddanmark;336;1225098;2.Bekræftede tilfælde;2
2021-11-06;Hovedstaden;7;1857872;1.Reinfektion;1
2021-11-06;Hovedstaden;1025;1857872;2.Bekræftede tilfælde;2
2021-11-06;Midtjylland;2;1337376;1.Reinfektion;1
2021-11-06;Midtjylland;280;1337376;2.Bekræftede tilfælde;2
2021-11-06;Nordjylland;1;591001;1.Reinfektion;1
2021-11-06;Nordjylland;136;591001;2.Bekræftede tilfælde;2
2021-11-06;Sjælland;1;840920;1.Reinfektion;1
2021-11-06;Sjælland;252;840920;2.Bekræftede tilfælde;2
2021-11-06;Syddanmark;1;1225098;1.Reinfektion;1
2021-11-06;Syddanmark;261;1225098;2.Bekræftede tilfælde;2
2021-11-07;Hovedstaden;20;1857872;1.Reinfektion;1
2021-11-07;Hovedstaden;1249;1857872;2.Bekræftede tilfælde;2
2021-11-07;Midtjylland;4;1337376;1.Reinfektion;1
2021-11-07;Midtjylland;433;1337376;2.Bekræftede tilfælde;2
2021-11-07;Nordjylland;1;591001;1.Reinfektion;1
2021-11-07;Nordjylland;211;591001;2.Bekræftede tilfælde;2
2021-11-07;Sjælland;3;840920;1.Reinfektion;1
2021-11-07;Sjælland;305;840920;2.Bekræftede tilfælde;2
2021-11-07;Syddanmark;3;1225098;1.Reinfektion;1
2021-11-07;Syddanmark;372;1225098;2.Bekræftede tilfælde;2
2021-11-08;Hovedstaden;15;1857872;1.Reinfektion;1
2021-11-08;Hovedstaden;1427;1857872;2.Bekræftede tilfælde;2
2021-11-08;Midtjylland;3;1337376;1.Reinfektion;1
2021-11-08;Midtjylland;539;1337376;2.Bekræftede tilfælde;2
2021-11-08;Nordjylland;1;591001;1.Reinfektion;1
2021-11-08;Nordjylland;251;591001;2.Bekræftede tilfælde;2
2021-11-08;Sjælland;7;840920;1.Reinfektion;1
2021-11-08;Sjælland;595;840920;2.Bekræftede tilfælde;2
2021-11-08;Syddanmark;3;1225098;1.Reinfektion;1
2021-11-08;Syddanmark;502;1225098;2.Bekræftede tilfælde;2
2021-11-09;Hovedstaden;19;1857872;1.Reinfektion;1
2021-11-09;Hovedstaden;1622;1857872;2.Bekræftede tilfælde;2
2021-11-09;Midtjylland;5;1337376;1.Reinfektion;1
2021-11-09;Midtjylland;568;1337376;2.Bekræftede tilfælde;2
2021-11-09;Nordjylland;0;591001;1.Reinfektion;1
2021-11-09;Nordjylland;263;591001;2.Bekræftede tilfælde;2
2021-11-09;Sjælland;9;840920;1.Reinfektion;1
2021-11-09;Sjælland;531;840920;2.Bekræftede tilfælde;2
2021-11-09;Syddanmark;2;1225098;1.Reinfektion;1
2021-11-09;Syddanmark;545;1225098;2.Bekræftede tilfælde;2
2021-11-10;Hovedstaden;25;1857872;1.Reinfektion;1
2021-11-10;Hovedstaden;1684;1857872;2.Bekræftede tilfælde;2
2021-11-10;Midtjylland;4;1337376;1.Reinfektion;1
2021-11-10;Midtjylland;580;1337376;2.Bekræftede tilfælde;2
2021-11-10;Nordjylland;2;591001;1.Reinfektion;1
2021-11-10;Nordjylland;275;591001;2.Bekræftede tilfælde;2
2021-11-10;Sjælland;7;840920;1.Reinfektion;1
2021-11-10;Sjælland;440;840920;2.Bekræftede tilfælde;2
2021-11-10;Syddanmark;2;1225098;1.Reinfektion;1
2021-11-10;Syddanmark;500;1225098;2.Bekræftede tilfælde;2
2021-11-11;Hovedstaden;20;1857872;1.Reinfektion;1
2021-11-11;Hovedstaden;1565;1857872;2.Bekræftede tilfælde;2
2021-11-11;Midtjylland;4;1337376;1.Reinfektion;1
2021-11-11;Midtjylland;472;1337376;2.Bekræftede tilfælde;2
2021-11-11;Nordjylland;0;591001;1.Reinfektion;1
2021-11-11;Nordjylland;221;591001;2.Bekræftede tilfælde;2
2021-11-11;Sjælland;5;840920;1.Reinfektion;1
2021-11-11;Sjælland;603;840920;2.Bekræftede tilfælde;2
2021-11-11;Syddanmark;4;1225098;1.Reinfektion;1
2021-11-11;Syddanmark;551;1225098;2.Bekræftede tilfælde;2
2021-11-12;Hovedstaden;20;1857872;1.Reinfektion;1
2021-11-12;Hovedstaden;1323;1857872;2.Bekræftede tilfælde;2
2021-11-12;Midtjylland;5;1337376;1.Reinfektion;1
2021-11-12;Midtjylland;441;1337376;2.Bekræftede tilfælde;2
2021-11-12;Nordjylland;2;591001;1.Reinfektion;1
2021-11-12;Nordjylland;246;591001;2.Bekræftede tilfælde;2
2021-11-12;Sjælland;7;840920;1.Reinfektion;1
2021-11-12;Sjælland;476;840920;2.Bekræftede tilfælde;2
2021-11-12;Syddanmark;1;1225098;1.Reinfektion;1
2021-11-12;Syddanmark;460;1225098;2.Bekræftede tilfælde;2
2021-11-13;Hovedstaden;30;1857872;1.Reinfektion;1
2021-11-13;Hovedstaden;1436;1857872;2.Bekræftede tilfælde;2
2021-11-13;Midtjylland;1;1337376;1.Reinfektion;1
2021-11-13;Midtjylland;481;1337376;2.Bekræftede tilfælde;2
2021-11-13;Nordjylland;0;591001;1.Reinfektion;1
2021-11-13;Nordjylland;232;591001;2.Bekræftede tilfælde;2
2021-11-13;Sjælland;4;840920;1.Reinfektion;1
2021-11-13;Sjælland;317;840920;2.Bekræftede tilfælde;2
2021-11-13;Syddanmark;4;1225098;1.Reinfektion;1
2021-11-13;Syddanmark;410;1225098;2.Bekræftede tilfælde;2
2021-11-14;Hovedstaden;23;1857872;1.Reinfektion;1
2021-11-14;Hovedstaden;1542;1857872;2.Bekræftede tilfælde;2
2021-11-14;Midtjylland;3;1337376;1.Reinfektion;1
2021-11-14;Midtjylland;470;1337376;2.Bekræftede tilfælde;2
2021-11-14;Nordjylland;0;591001;1.Reinfektion;1
2021-11-14;Nordjylland;247;591001;2.Bekræftede tilfælde;2
2021-11-14;Sjælland;3;840920;1.Reinfektion;1
2021-11-14;Sjælland;337;840920;2.Bekræftede tilfælde;2
2021-11-14;Syddanmark;4;1225098;1.Reinfektion;1
2021-11-14;Syddanmark;450;1225098;2.Bekræftede tilfælde;2
2021-11-15;Hovedstaden;29;1857872;1.Reinfektion;1
2021-11-15;Hovedstaden;1904;1857872;2.Bekræftede tilfælde;2
2021-11-15;Midtjylland;2;1337376;1.Reinfektion;1
2021-11-15;Midtjylland;641;1337376;2.Bekræftede tilfælde;2
2021-11-15;Nordjylland;5;591001;1.Reinfektion;1
2021-11-15;Nordjylland;359;591001;2.Bekræftede tilfælde;2
2021-11-15;Sjælland;5;840920;1.Reinfektion;1
2021-11-15;Sjælland;791;840920;2.Bekræftede tilfælde;2
2021-11-15;Syddanmark;5;1225098;1.Reinfektion;1
2021-11-15;Syddanmark;768;1225098;2.Bekræftede tilfælde;2
2021-11-16;Hovedstaden;33;1857872;1.Reinfektion;1
2021-11-16;Hovedstaden;1815;1857872;2.Bekræftede tilfælde;2
2021-11-16;Midtjylland;4;1337376;1.Reinfektion;1
2021-11-16;Midtjylland;586;1337376;2.Bekræftede tilfælde;2
2021-11-16;Nordjylland;1;591001;1.Reinfektion;1
2021-11-16;Nordjylland;313;591001;2.Bekræftede tilfælde;2
2021-11-16;Sjælland;7;840920;1.Reinfektion;1
2021-11-16;Sjælland;664;840920;2.Bekræftede tilfælde;2
2021-11-16;Syddanmark;5;1225098;1.Reinfektion;1
2021-11-16;Syddanmark;702;1225098;2.Bekræftede tilfælde;2
2021-11-17;Hovedstaden;35;1857872;1.Reinfektion;1
2021-11-17;Hovedstaden;1816;1857872;2.Bekræftede tilfælde;2
2021-11-17;Midtjylland;8;1337376;1.Reinfektion;1
2021-11-17;Midtjylland;583;1337376;2.Bekræftede tilfælde;2
2021-11-17;Nordjylland;0;591001;1.Reinfektion;1
2021-11-17;Nordjylland;356;591001;2.Bekræftede tilfælde;2
2021-11-17;Sjælland;6;840920;1.Reinfektion;1
2021-11-17;Sjælland;468;840920;2.Bekræftede tilfælde;2
2021-11-17;Syddanmark;2;1225098;1.Reinfektion;1
2021-11-17;Syddanmark;674;1225098;2.Bekræftede tilfælde;2
2021-11-18;Hovedstaden;30;1857872;1.Reinfektion;1
2021-11-18;Hovedstaden;1898;1857872;2.Bekræftede tilfælde;2
2021-11-18;Midtjylland;5;1337376;1.Reinfektion;1
2021-11-18;Midtjylland;586;1337376;2.Bekræftede tilfælde;2
2021-11-18;Nordjylland;1;591001;1.Reinfektion;1
2021-11-18;Nordjylland;294;591001;2.Bekræftede tilfælde;2
2021-11-18;Sjælland;6;840920;1.Reinfektion;1
2021-11-18;Sjælland;689;840920;2.Bekræftede tilfælde;2
2021-11-18;Syddanmark;2;1225098;1.Reinfektion;1
2021-11-18;Syddanmark;662;1225098;2.Bekræftede tilfælde;2
2021-11-19;Hovedstaden;33;1857872;1.Reinfektion;1
2021-11-19;Hovedstaden;1899;1857872;2.Bekræftede tilfælde;2
2021-11-19;Midtjylland;1;1337376;1.Reinfektion;1
2021-11-19;Midtjylland;498;1337376;2.Bekræftede tilfælde;2
2021-11-19;Nordjylland;0;591001;1.Reinfektion;1
2021-11-19;Nordjylland;284;591001;2.Bekræftede tilfælde;2
2021-11-19;Sjælland;4;840920;1.Reinfektion;1
2021-11-19;Sjælland;642;840920;2.Bekræftede tilfælde;2
2021-11-19;Syddanmark;1;1225098;1.Reinfektion;1
2021-11-19;Syddanmark;738;1225098;2.Bekræftede tilfælde;2
2021-11-20;Hovedstaden;22;1857872;1.Reinfektion;1
2021-11-20;Hovedstaden;1812;1857872;2.Bekræftede tilfælde;2
2021-11-20;Midtjylland;5;1337376;1.Reinfektion;1
2021-11-20;Midtjylland;605;1337376;2.Bekræftede tilfælde;2
2021-11-20;Nordjylland;0;591001;1.Reinfektion;1
2021-11-20;Nordjylland;293;591001;2.Bekræftede tilfælde;2
2021-11-20;Sjælland;1;840920;1.Reinfektion;1
2021-11-20;Sjælland;391;840920;2.Bekræftede tilfælde;2
2021-11-20;Syddanmark;2;1225098;1.Reinfektion;1
2021-11-20;Syddanmark;579;1225098;2.Bekræftede tilfælde;2
2021-11-21;Hovedstaden;21;1857872;1.Reinfektion;1
2021-11-21;Hovedstaden;1750;1857872;2.Bekræftede tilfælde;2
2021-11-21;Midtjylland;2;1337376;1.Reinfektion;1
2021-11-21;Midtjylland;578;1337376;2.Bekræftede tilfælde;2
2021-11-21;Nordjylland;2;591001;1.Reinfektion;1
2021-11-21;Nordjylland;250;591001;2.Bekræftede tilfælde;2
2021-11-21;Sjælland;3;840920;1.Reinfektion;1
2021-11-21;Sjælland;465;840920;2.Bekræftede tilfælde;2
2021-11-21;Syddanmark;4;1225098;1.Reinfektion;1
2021-11-21;Syddanmark;600;1225098;2.Bekræftede tilfælde;2
2021-11-22;Hovedstaden;27;1857872;1.Reinfektion;1
2021-11-22;Hovedstaden;2012;1857872;2.Bekræftede tilfælde;2
2021-11-22;Midtjylland;5;1337376;1.Reinfektion;1
2021-11-22;Midtjylland;604;1337376;2.Bekræftede tilfælde;2
2021-11-22;Nordjylland;2;591001;1.Reinfektion;1
2021-11-22;Nordjylland;309;591001;2.Bekræftede tilfælde;2
2021-11-22;Sjælland;5;840920;1.Reinfektion;1
2021-11-22;Sjælland;809;840920;2.Bekræftede tilfælde;2
2021-11-22;Syddanmark;3;1225098;1.Reinfektion;1
2021-11-22;Syddanmark;713;1225098;2.Bekræftede tilfælde;2
2021-11-23;Hovedstaden;28;1857872;1.Reinfektion;1
2021-11-23;Hovedstaden;2034;1857872;2.Bekræftede tilfælde;2
2021-11-23;Midtjylland;5;1337376;1.Reinfektion;1
2021-11-23;Midtjylland;657;1337376;2.Bekræftede tilfælde;2
2021-11-23;Nordjylland;2;591001;1.Reinfektion;1
2021-11-23;Nordjylland;314;591001;2.Bekræftede tilfælde;2
2021-11-23;Sjælland;6;840920;1.Reinfektion;1
2021-11-23;Sjælland;796;840920;2.Bekræftede tilfælde;2
2021-11-23;Syddanmark;10;1225098;1.Reinfektion;1
2021-11-23;Syddanmark;850;1225098;2.Bekræftede tilfælde;2
2021-11-24;Hovedstaden;32;1857872;1.Reinfektion;1
2021-11-24;Hovedstaden;1883;1857872;2.Bekræftede tilfælde;2
2021-11-24;Midtjylland;4;1337376;1.Reinfektion;1
2021-11-24;Midtjylland;599;1337376;2.Bekræftede tilfælde;2
2021-11-24;Nordjylland;4;591001;1.Reinfektion;1
2021-11-24;Nordjylland;288;591001;2.Bekræftede tilfælde;2
2021-11-24;Sjælland;5;840920;1.Reinfektion;1
2021-11-24;Sjælland;500;840920;2.Bekræftede tilfælde;2
2021-11-24;Syddanmark;5;1225098;1.Reinfektion;1
2021-11-24;Syddanmark;691;1225098;2.Bekræftede tilfælde;2
2021-11-25;Hovedstaden;33;1857872;1.Reinfektion;1
2021-11-25;Hovedstaden;1790;1857872;2.Bekræftede tilfælde;2
2021-11-25;Midtjylland;3;1337376;1.Reinfektion;1
2021-11-25;Midtjylland;584;1337376;2.Bekræftede tilfælde;2
2021-11-25;Nordjylland;2;591001;1.Reinfektion;1
2021-11-25;Nordjylland;263;591001;2.Bekræftede tilfælde;2
2021-11-25;Sjælland;3;840920;1.Reinfektion;1
2021-11-25;Sjælland;700;840920;2.Bekræftede tilfælde;2
2021-11-25;Syddanmark;4;1225098;1.Reinfektion;1
2021-11-25;Syddanmark;696;1225098;2.Bekræftede tilfælde;2
2021-11-26;Hovedstaden;36;1857872;1.Reinfektion;1
2021-11-26;Hovedstaden;1911;1857872;2.Bekræftede tilfælde;2
2021-11-26;Midtjylland;3;1337376;1.Reinfektion;1
2021-11-26;Midtjylland;621;1337376;2.Bekræftede tilfælde;2
2021-11-26;Nordjylland;4;591001;1.Reinfektion;1
2021-11-26;Nordjylland;273;591001;2.Bekræftede tilfælde;2
2021-11-26;Sjælland;5;840920;1.Reinfektion;1
2021-11-26;Sjælland;661;840920;2.Bekræftede tilfælde;2
2021-11-26;Syddanmark;2;1225098;1.Reinfektion;1
2021-11-26;Syddanmark;630;1225098;2.Bekræftede tilfælde;2
2021-11-27;Hovedstaden;28;1857872;1.Reinfektion;1
2021-11-27;Hovedstaden;1830;1857872;2.Bekræftede tilfælde;2
2021-11-27;Midtjylland;7;1337376;1.Reinfektion;1
2021-11-27;Midtjylland;695;1337376;2.Bekræftede tilfælde;2
2021-11-27;Nordjylland;1;591001;1.Reinfektion;1
2021-11-27;Nordjylland;286;591001;2.Bekræftede tilfælde;2
2021-11-27;Sjælland;2;840920;1.Reinfektion;1
2021-11-27;Sjælland;401;840920;2.Bekræftede tilfælde;2
2021-11-27;Syddanmark;2;1225098;1.Reinfektion;1
2021-11-27;Syddanmark;584;1225098;2.Bekræftede tilfælde;2
2021-11-28;Hovedstaden;24;1857872;1.Reinfektion;1
2021-11-28;Hovedstaden;1888;1857872;2.Bekræftede tilfælde;2
2021-11-28;Midtjylland;6;1337376;1.Reinfektion;1
2021-11-28;Midtjylland;706;1337376;2.Bekræftede tilfælde;2
2021-11-28;Nordjylland;1;591001;1.Reinfektion;1
2021-11-28;Nordjylland;285;591001;2.Bekræftede tilfælde;2
2021-11-28;Sjælland;8;840920;1.Reinfektion;1
2021-11-28;Sjælland;411;840920;2.Bekræftede tilfælde;2
2021-11-28;Syddanmark;4;1225098;1.Reinfektion;1
2021-11-28;Syddanmark;545;1225098;2.Bekræftede tilfælde;2
2021-11-29;Hovedstaden;31;1857872;1.Reinfektion;1
2021-11-29;Hovedstaden;2152;1857872;2.Bekræftede tilfælde;2
2021-11-29;Midtjylland;7;1337376;1.Reinfektion;1
2021-11-29;Midtjylland;738;1337376;2.Bekræftede tilfælde;2
2021-11-29;Nordjylland;1;591001;1.Reinfektion;1
2021-11-29;Nordjylland;355;591001;2.Bekræftede tilfælde;2
2021-11-29;Sjælland;7;840920;1.Reinfektion;1
2021-11-29;Sjælland;941;840920;2.Bekræftede tilfælde;2
2021-11-29;Syddanmark;3;1225098;1.Reinfektion;1
2021-11-29;Syddanmark;831;1225098;2.Bekræftede tilfælde;2
2021-11-30;Hovedstaden;33;1857872;1.Reinfektion;1
2021-11-30;Hovedstaden;2322;1857872;2.Bekræftede tilfælde;2
2021-11-30;Midtjylland;7;1337376;1.Reinfektion;1
2021-11-30;Midtjylland;834;1337376;2.Bekræftede tilfælde;2
2021-11-30;Nordjylland;2;591001;1.Reinfektion;1
2021-11-30;Nordjylland;339;591001;2.Bekræftede tilfælde;2
2021-11-30;Sjælland;7;840920;1.Reinfektion;1
2021-11-30;Sjælland;936;840920;2.Bekræftede tilfælde;2
2021-11-30;Syddanmark;7;1225098;1.Reinfektion;1
2021-11-30;Syddanmark;916;1225098;2.Bekræftede tilfælde;2
2021-12-01;Hovedstaden;39;1857872;1.Reinfektion;1
2021-12-01;Hovedstaden;2055;1857872;2.Bekræftede tilfælde;2
2021-12-01;Midtjylland;6;1337376;1.Reinfektion;1
2021-12-01;Midtjylland;789;1337376;2.Bekræftede tilfælde;2
2021-12-01;Nordjylland;3;591001;1.Reinfektion;1
2021-12-01;Nordjylland;301;591001;2.Bekræftede tilfælde;2
2021-12-01;Sjælland;6;840920;1.Reinfektion;1
2021-12-01;Sjælland;526;840920;2.Bekræftede tilfælde;2
2021-12-01;Syddanmark;9;1225098;1.Reinfektion;1
2021-12-01;Syddanmark;793;1225098;2.Bekræftede tilfælde;2
2021-12-02;Hovedstaden;41;1857872;1.Reinfektion;1
2021-12-02;Hovedstaden;1955;1857872;2.Bekræftede tilfælde;2
2021-12-02;Midtjylland;9;1337376;1.Reinfektion;1
2021-12-02;Midtjylland;752;1337376;2.Bekræftede tilfælde;2
2021-12-02;Nordjylland;1;591001;1.Reinfektion;1
2021-12-02;Nordjylland;176;591001;2.Bekræftede tilfælde;2
2021-12-02;Sjælland;7;840920;1.Reinfektion;1
2021-12-02;Sjælland;781;840920;2.Bekræftede tilfælde;2
2021-12-02;Syddanmark;5;1225098;1.Reinfektion;1
2021-12-02;Syddanmark;842;1225098;2.Bekræftede tilfælde;2
2021-12-03;Hovedstaden;37;1857872;1.Reinfektion;1
2021-12-03;Hovedstaden;2285;1857872;2.Bekræftede tilfælde;2
2021-12-03;Midtjylland;5;1337376;1.Reinfektion;1
2021-12-03;Midtjylland;847;1337376;2.Bekræftede tilfælde;2
2021-12-03;Nordjylland;2;591001;1.Reinfektion;1
2021-12-03;Nordjylland;377;591001;2.Bekræftede tilfælde;2
2021-12-03;Sjælland;6;840920;1.Reinfektion;1
2021-12-03;Sjælland;813;840920;2.Bekræftede tilfælde;2
2021-12-03;Syddanmark;6;1225098;1.Reinfektion;1
2021-12-03;Syddanmark;780;1225098;2.Bekræftede tilfælde;2
2021-12-04;Hovedstaden;37;1857872;1.Reinfektion;1
2021-12-04;Hovedstaden;2368;1857872;2.Bekræftede tilfælde;2
2021-12-04;Midtjylland;5;1337376;1.Reinfektion;1
2021-12-04;Midtjylland;899;1337376;2.Bekræftede tilfælde;2
2021-12-04;Nordjylland;1;591001;1.Reinfektion;1
2021-12-04;Nordjylland;438;591001;2.Bekræftede tilfælde;2
2021-12-04;Sjælland;3;840920;1.Reinfektion;1
2021-12-04;Sjælland;513;840920;2.Bekræftede tilfælde;2
2021-12-04;Syddanmark;3;1225098;1.Reinfektion;1
2021-12-04;Syddanmark;822;1225098;2.Bekræftede tilfælde;2
2021-12-05;Hovedstaden;29;1857872;1.Reinfektion;1
