"Country","Response_measure","date_start","date_end"
"United Kingdom","EntertainmentVenuesPartial",2020-12-02,2021-01-04
"United Kingdom","GymsSportsCentres",2020-03-20,2020-05-12
"United Kingdom","GymsSportsCentres",2020-11-05,2020-12-01
"United Kingdom","GymsSportsCentres",2021-01-05,NA
"United Kingdom","GymsSportsCentresPartial",2020-05-13,2020-07-09
"United Kingdom","GymsSportsCentresPartial",2020-12-02,2021-01-04
"United Kingdom","HotelsOtherAccommodation",2020-03-24,2020-07-02
"United Kingdom","HotelsOtherAccommodation",2021-01-05,NA
"United Kingdom","HotelsOtherAccommodationPartial",2020-11-05,2020-12-01
"United Kingdom","IndoorOver1000",2020-12-02,2021-01-04
"United Kingdom","IndoorOver50",2020-07-04,2020-09-13
"United Kingdom","MasksMandatoryClosedSpaces",2020-07-27,NA
"United Kingdom","MasksVoluntaryClosedSpaces",2020-06-09,2020-07-26
"United Kingdom","MassGather50",2020-05-28,2020-12-01
"United Kingdom","MassGather50",2021-01-05,NA
"United Kingdom","MassGatherAll",2020-05-28,NA
"United Kingdom","NonEssentialShops",2020-03-23,2020-05-09
"United Kingdom","NonEssentialShops",2020-11-05,2020-12-01
"United Kingdom","NonEssentialShops",2021-01-05,NA
"United Kingdom","NonEssentialShopsPartial",2020-05-10,2020-06-12
"United Kingdom","OutdoorOver1000",2020-12-02,2021-01-04
"United Kingdom","OutdoorOver50",2020-05-28,2020-09-13
"United Kingdom","PlaceOfWorship",2020-03-24,2020-03-30
"United Kingdom","PlaceOfWorshipPartial",2020-03-31,NA
"United Kingdom","PrivateGatheringRestrictions",2020-03-24,2020-07-03
"United Kingdom","PrivateGatheringRestrictions",2020-09-09,NA
"United Kingdom","RegionalStayHomeOrder",2020-10-23,2020-11-08
"United Kingdom","RegionalStayHomeOrder",2020-12-20,NA
"United Kingdom","RestaurantsCafes",2020-03-16,2020-07-02
"United Kingdom","RestaurantsCafes",2020-11-05,2020-12-01
"United Kingdom","RestaurantsCafes",2021-01-05,NA
"United Kingdom","RestaurantsCafesPartial",2020-09-24,2020-11-04
"United Kingdom","RestaurantsCafesPartial",2020-12-02,2021-01-04
"United Kingdom","SocialCircle",2020-09-09,NA
"United Kingdom","StayHomeGen",2020-03-16,2020-03-23
"United Kingdom","StayHomeOrder",2020-03-24,2020-05-09
"United Kingdom","StayHomeOrder",2020-11-05,2020-12-01
"United Kingdom","StayHomeOrder",2021-01-05,NA
"United Kingdom","StayHomeOrderPartial",2020-05-10,2020-07-04
"United Kingdom","StayHomeRiskG",2020-03-16,2020-07-05
"United Kingdom","StayHomeRiskG",2020-11-05,2020-12-01
"United Kingdom","StayHomeRiskG",2021-01-05,NA
"United Kingdom","StayHomeRiskGPartial",2020-07-06,2020-08-01
"United Kingdom","Teleworking",2020-03-16,NA
