"Kommune";"Dato";"Bekræftede tilfælde"
253;2020-04-03;2
259;2020-04-03;4
260;2020-04-03;2
265;2020-04-03;3
270;2020-04-03;3
306;2020-04-03;1
316;2020-04-03;9
320;2020-04-03;1
326;2020-04-03;4
329;2020-04-03;1
330;2020-04-03;14
336;2020-04-03;1
340;2020-04-03;3
350;2020-04-03;2
360;2020-04-03;2
370;2020-04-03;3
376;2020-04-03;2
390;2020-04-03;1
400;2020-04-03;8
410;2020-04-03;3
420;2020-04-03;1
430;2020-04-03;2
461;2020-04-03;13
479;2020-04-03;6
480;2020-04-03;2
530;2020-04-03;1
540;2020-04-03;2
550;2020-04-03;1
561;2020-04-03;7
575;2020-04-03;1
580;2020-04-03;3
607;2020-04-03;4
615;2020-04-03;2
621;2020-04-03;7
630;2020-04-03;10
657;2020-04-03;19
661;2020-04-03;12
665;2020-04-03;2
730;2020-04-03;1
740;2020-04-03;2
746;2020-04-03;3
751;2020-04-03;19
756;2020-04-03;1
760;2020-04-03;3
766;2020-04-03;1
779;2020-04-03;2
787;2020-04-03;2
791;2020-04-03;3
810;2020-04-03;5
813;2020-04-03;2
820;2020-04-03;5
846;2020-04-03;4
849;2020-04-03;2
851;2020-04-03;7
860;2020-04-03;1
101;2020-04-04;93
147;2020-04-04;16
151;2020-04-04;7
153;2020-04-04;3
155;2020-04-04;1
157;2020-04-04;4
159;2020-04-04;9
161;2020-04-04;6
163;2020-04-04;3
165;2020-04-04;8
167;2020-04-04;9
169;2020-04-04;3
173;2020-04-04;2
175;2020-04-04;2
183;2020-04-04;4
185;2020-04-04;4
187;2020-04-04;4
190;2020-04-04;5
201;2020-04-04;1
210;2020-04-04;2
219;2020-04-04;2
230;2020-04-04;3
240;2020-04-04;10
250;2020-04-04;3
253;2020-04-04;2
259;2020-04-04;4
265;2020-04-04;1
269;2020-04-04;3
270;2020-04-04;1
326;2020-04-04;2
329;2020-04-04;1
330;2020-04-04;9
336;2020-04-04;1
340;2020-04-04;1
350;2020-04-04;1
370;2020-04-04;1
400;2020-04-04;8
410;2020-04-04;1
461;2020-04-04;4
510;2020-04-04;1
540;2020-04-04;1
561;2020-04-04;4
575;2020-04-04;2
580;2020-04-04;1
615;2020-04-04;2
621;2020-04-04;3
657;2020-04-04;3
661;2020-04-04;14
665;2020-04-04;1
707;2020-04-04;1
740;2020-04-04;1
746;2020-04-04;3
751;2020-04-04;2
760;2020-04-04;2
787;2020-04-04;3
791;2020-04-04;1
849;2020-04-04;1
851;2020-04-04;3
860;2020-04-04;1
101;2020-04-05;43
147;2020-04-05;3
151;2020-04-05;1
153;2020-04-05;6
155;2020-04-05;1
159;2020-04-05;4
161;2020-04-05;4
163;2020-04-05;3
165;2020-04-05;1
167;2020-04-05;2
169;2020-04-05;4
173;2020-04-05;3
175;2020-04-05;4
183;2020-04-05;2
185;2020-04-05;1
187;2020-04-05;1
190;2020-04-05;2
201;2020-04-05;1
217;2020-04-05;3
219;2020-04-05;1
223;2020-04-05;2
230;2020-04-05;2
240;2020-04-05;6
250;2020-04-05;1
253;2020-04-05;2
259;2020-04-05;2
265;2020-04-05;1
269;2020-04-05;1
306;2020-04-05;1
316;2020-04-05;2
320;2020-04-05;1
326;2020-04-05;2
330;2020-04-05;3
350;2020-04-05;1
360;2020-04-05;1
370;2020-04-05;1
376;2020-04-05;1
400;2020-04-05;1
461;2020-04-05;2
479;2020-04-05;2
561;2020-04-05;1
575;2020-04-05;3
607;2020-04-05;1
621;2020-04-05;2
630;2020-04-05;1
657;2020-04-05;4
661;2020-04-05;5
671;2020-04-05;2
740;2020-04-05;1
746;2020-04-05;1
751;2020-04-05;4
760;2020-04-05;1
791;2020-04-05;2
820;2020-04-05;1
840;2020-04-05;1
846;2020-04-05;1
849;2020-04-05;1
860;2020-04-05;1
101;2020-04-06;97
147;2020-04-06;19
151;2020-04-06;3
153;2020-04-06;5
155;2020-04-06;2
157;2020-04-06;10
159;2020-04-06;7
161;2020-04-06;5
163;2020-04-06;2
165;2020-04-06;8
167;2020-04-06;13
169;2020-04-06;2
173;2020-04-06;3
175;2020-04-06;1
183;2020-04-06;4
185;2020-04-06;3
187;2020-04-06;4
190;2020-04-06;2
201;2020-04-06;1
210;2020-04-06;5
217;2020-04-06;3
219;2020-04-06;1
223;2020-04-06;1
230;2020-04-06;3
240;2020-04-06;6
250;2020-04-06;6
253;2020-04-06;5
259;2020-04-06;7
260;2020-04-06;1
265;2020-04-06;5
269;2020-04-06;1
270;2020-04-06;2
306;2020-04-06;3
316;2020-04-06;7
326;2020-04-06;1
329;2020-04-06;1
330;2020-04-06;19
336;2020-04-06;1
340;2020-04-06;4
350;2020-04-06;2
370;2020-04-06;6
400;2020-04-06;2
410;2020-04-06;3
420;2020-04-06;2
430;2020-04-06;2
440;2020-04-06;1
450;2020-04-06;4
461;2020-04-06;7
479;2020-04-06;4
510;2020-04-06;1
530;2020-04-06;1
550;2020-04-06;1
561;2020-04-06;3
573;2020-04-06;2
575;2020-04-06;3
580;2020-04-06;1
607;2020-04-06;2
615;2020-04-06;1
621;2020-04-06;5
630;2020-04-06;5
657;2020-04-06;12
661;2020-04-06;16
665;2020-04-06;1
671;2020-04-06;2
710;2020-04-06;2
727;2020-04-06;1
740;2020-04-06;8
746;2020-04-06;1
751;2020-04-06;20
756;2020-04-06;2
766;2020-04-06;2
773;2020-04-06;1
779;2020-04-06;2
787;2020-04-06;3
791;2020-04-06;1
810;2020-04-06;3
813;2020-04-06;1
820;2020-04-06;3
846;2020-04-06;2
849;2020-04-06;1
851;2020-04-06;5
860;2020-04-06;2
101;2020-04-07;62
147;2020-04-07;8
151;2020-04-07;4
153;2020-04-07;4
155;2020-04-07;2
157;2020-04-07;2
159;2020-04-07;8
161;2020-04-07;12
163;2020-04-07;4
165;2020-04-07;5
167;2020-04-07;13
169;2020-04-07;3
173;2020-04-07;11
175;2020-04-07;4
183;2020-04-07;2
185;2020-04-07;10
187;2020-04-07;2
190;2020-04-07;5
210;2020-04-07;1
217;2020-04-07;4
219;2020-04-07;3
223;2020-04-07;1
230;2020-04-07;4
240;2020-04-07;6
250;2020-04-07;1
253;2020-04-07;3
259;2020-04-07;3
260;2020-04-07;1
265;2020-04-07;9
269;2020-04-07;4
306;2020-04-07;1
316;2020-04-07;4
320;2020-04-07;3
326;2020-04-07;2
329;2020-04-07;1
330;2020-04-07;15
340;2020-04-07;1
360;2020-04-07;1
370;2020-04-07;3
376;2020-04-07;3
400;2020-04-07;1
410;2020-04-07;2
450;2020-04-07;2
461;2020-04-07;8
479;2020-04-07;2
492;2020-04-07;1
510;2020-04-07;2
561;2020-04-07;7
575;2020-04-07;1
580;2020-04-07;4
615;2020-04-07;3
621;2020-04-07;4
630;2020-04-07;2
657;2020-04-07;10
661;2020-04-07;10
671;2020-04-07;4
710;2020-04-07;3
740;2020-04-07;6
746;2020-04-07;1
751;2020-04-07;12
756;2020-04-07;9
760;2020-04-07;4
779;2020-04-07;2
787;2020-04-07;2
791;2020-04-07;2
813;2020-04-07;1
849;2020-04-07;3
851;2020-04-07;3
101;2020-04-08;66
147;2020-04-08;9
151;2020-04-08;11
153;2020-04-08;4
155;2020-04-08;2
157;2020-04-08;3
159;2020-04-08;7
163;2020-04-08;5
165;2020-04-08;3
167;2020-04-08;10
173;2020-04-08;3
175;2020-04-08;7
183;2020-04-08;3
185;2020-04-08;2
187;2020-04-08;4
190;2020-04-08;1
201;2020-04-08;1
217;2020-04-08;4
219;2020-04-08;4
223;2020-04-08;1
230;2020-04-08;1
240;2020-04-08;9
250;2020-04-08;2
253;2020-04-08;6
259;2020-04-08;5
260;2020-04-08;3
265;2020-04-08;3
270;2020-04-08;1
306;2020-04-08;1
316;2020-04-08;5
326;2020-04-08;1
329;2020-04-08;2
330;2020-04-08;13
340;2020-04-08;1
350;2020-04-08;2
360;2020-04-08;1
370;2020-04-08;5
376;2020-04-08;2
390;2020-04-08;4
400;2020-04-08;3
461;2020-04-08;4
479;2020-04-08;3
480;2020-04-08;1
482;2020-04-08;1
561;2020-04-08;2
573;2020-04-08;1
580;2020-04-08;4
615;2020-04-08;3
621;2020-04-08;3
657;2020-04-08;10
661;2020-04-08;7
665;2020-04-08;1
706;2020-04-08;1
740;2020-04-08;4
751;2020-04-08;13
756;2020-04-08;2
760;2020-04-08;2
766;2020-04-08;1
779;2020-04-08;2
787;2020-04-08;2
791;2020-04-08;4
813;2020-04-08;1
820;2020-04-08;3
851;2020-04-08;1
101;2020-04-09;29
147;2020-04-09;3
151;2020-04-09;2
157;2020-04-09;5
159;2020-04-09;4
161;2020-04-09;2
163;2020-04-09;2
165;2020-04-09;1
167;2020-04-09;6
169;2020-04-09;3
173;2020-04-09;4
175;2020-04-09;3
183;2020-04-09;2
185;2020-04-09;1
187;2020-04-09;2
217;2020-04-09;2
240;2020-04-09;1
250;2020-04-09;2
253;2020-04-09;1
265;2020-04-09;3
306;2020-04-09;1
326;2020-04-09;2
329;2020-04-09;1
330;2020-04-09;3
340;2020-04-09;2
350;2020-04-09;1
370;2020-04-09;3
376;2020-04-09;1
390;2020-04-09;1
420;2020-04-09;1
440;2020-04-09;1
461;2020-04-09;1
479;2020-04-09;3
561;2020-04-09;1
580;2020-04-09;3
615;2020-04-09;2
621;2020-04-09;1
630;2020-04-09;1
657;2020-04-09;6
661;2020-04-09;4
671;2020-04-09;1
710;2020-04-09;2
730;2020-04-09;1
751;2020-04-09;5
760;2020-04-09;2
820;2020-04-09;2
846;2020-04-09;1
849;2020-04-09;2
851;2020-04-09;1
860;2020-04-09;2
101;2020-04-10;25
147;2020-04-10;8
151;2020-04-10;6
153;2020-04-10;2
157;2020-04-10;2
159;2020-04-10;3
161;2020-04-10;2
163;2020-04-10;3
165;2020-04-10;2
167;2020-04-10;3
169;2020-04-10;8
173;2020-04-10;1
175;2020-04-10;3
183;2020-04-10;1
185;2020-04-10;4
187;2020-04-10;1
201;2020-04-10;1
217;2020-04-10;2
219;2020-04-10;1
230;2020-04-10;2
240;2020-04-10;3
260;2020-04-10;1
265;2020-04-10;2
306;2020-04-10;2
316;2020-04-10;3
320;2020-04-10;1
329;2020-04-10;1
330;2020-04-10;7
360;2020-04-10;1
370;2020-04-10;3
376;2020-04-10;1
400;2020-04-10;2
461;2020-04-10;7
657;2020-04-10;1
661;2020-04-10;5
740;2020-04-10;4
751;2020-04-10;1
760;2020-04-10;1
766;2020-04-10;2
779;2020-04-10;2
787;2020-04-10;2
791;2020-04-10;1
820;2020-04-10;1
851;2020-04-10;4
101;2020-04-11;25
147;2020-04-11;4
151;2020-04-11;5
153;2020-04-11;1
155;2020-04-11;1
157;2020-04-11;2
159;2020-04-11;5
161;2020-04-11;2
163;2020-04-11;1
165;2020-04-11;1
167;2020-04-11;4
169;2020-04-11;4
173;2020-04-11;2
175;2020-04-11;2
183;2020-04-11;1
190;2020-04-11;1
201;2020-04-11;1
210;2020-04-11;2
219;2020-04-11;2
240;2020-04-11;6
270;2020-04-11;1
316;2020-04-11;2
320;2020-04-11;2
330;2020-04-11;4
336;2020-04-11;2
350;2020-04-11;1
360;2020-04-11;1
370;2020-04-11;3
400;2020-04-11;1
420;2020-04-11;1
461;2020-04-11;4
479;2020-04-11;1
530;2020-04-11;3
550;2020-04-11;1
561;2020-04-11;2
580;2020-04-11;1
621;2020-04-11;1
657;2020-04-11;9
661;2020-04-11;4
671;2020-04-11;1
706;2020-04-11;1
707;2020-04-11;1
740;2020-04-11;3
746;2020-04-11;3
751;2020-04-11;3
756;2020-04-11;3
760;2020-04-11;2
766;2020-04-11;1
779;2020-04-11;1
787;2020-04-11;1
791;2020-04-11;2
851;2020-04-11;1
101;2020-04-12;27
147;2020-04-12;3
151;2020-04-12;5
153;2020-04-12;3
155;2020-04-12;1
157;2020-04-12;2
159;2020-04-12;3
161;2020-04-12;1
163;2020-04-12;5
165;2020-04-12;3
167;2020-04-12;7
169;2020-04-12;3
173;2020-04-12;5
175;2020-04-12;3
183;2020-04-12;5
187;2020-04-12;3
190;2020-04-12;2
217;2020-04-12;3
219;2020-04-12;1
240;2020-04-12;4
250;2020-04-12;1
253;2020-04-12;1
259;2020-04-12;1
260;2020-04-12;4
265;2020-04-12;3
270;2020-04-12;1
316;2020-04-12;3
329;2020-04-12;2
330;2020-04-12;3
350;2020-04-12;2
370;2020-04-12;3
376;2020-04-12;1
410;2020-04-12;2
450;2020-04-12;1
461;2020-04-12;2
479;2020-04-12;3
492;2020-04-12;1
530;2020-04-12;2
540;2020-04-12;1
561;2020-04-12;1
657;2020-04-12;8
661;2020-04-12;3
665;2020-04-12;1
671;2020-04-12;1
740;2020-04-12;2
751;2020-04-12;3
766;2020-04-12;1
773;2020-04-12;2
791;2020-04-12;2
820;2020-04-12;1
849;2020-04-12;1
851;2020-04-12;4
101;2020-04-13;32
147;2020-04-13;5
151;2020-04-13;4
153;2020-04-13;2
155;2020-04-13;1
157;2020-04-13;4
159;2020-04-13;6
161;2020-04-13;2
163;2020-04-13;3
165;2020-04-13;2
167;2020-04-13;8
169;2020-04-13;5
173;2020-04-13;2
175;2020-04-13;7
183;2020-04-13;3
187;2020-04-13;2
190;2020-04-13;1
219;2020-04-13;2
230;2020-04-13;2
240;2020-04-13;2
250;2020-04-13;1
265;2020-04-13;3
316;2020-04-13;1
326;2020-04-13;1
330;2020-04-13;7
350;2020-04-13;2
370;2020-04-13;3
376;2020-04-13;1
420;2020-04-13;1
450;2020-04-13;1
561;2020-04-13;1
575;2020-04-13;1
580;2020-04-13;2
657;2020-04-13;4
661;2020-04-13;3
671;2020-04-13;3
706;2020-04-13;2
740;2020-04-13;3
746;2020-04-13;3
751;2020-04-13;9
760;2020-04-13;2
773;2020-04-13;1
779;2020-04-13;1
787;2020-04-13;1
791;2020-04-13;1
810;2020-04-13;1
820;2020-04-13;1
851;2020-04-13;1
101;2020-04-14;35
147;2020-04-14;10
151;2020-04-14;4
153;2020-04-14;4
157;2020-04-14;5
159;2020-04-14;9
161;2020-04-14;6
163;2020-04-14;1
165;2020-04-14;13
167;2020-04-14;5
169;2020-04-14;6
173;2020-04-14;3
175;2020-04-14;6
183;2020-04-14;2
185;2020-04-14;3
187;2020-04-14;3
190;2020-04-14;4
210;2020-04-14;1
219;2020-04-14;3
223;2020-04-14;2
230;2020-04-14;4
240;2020-04-14;4
250;2020-04-14;1
253;2020-04-14;3
259;2020-04-14;3
265;2020-04-14;2
269;2020-04-14;3
306;2020-04-14;3
316;2020-04-14;6
320;2020-04-14;2
326;2020-04-14;2
329;2020-04-14;3
330;2020-04-14;10
336;2020-04-14;1
340;2020-04-14;2
350;2020-04-14;1
360;2020-04-14;4
370;2020-04-14;3
376;2020-04-14;2
390;2020-04-14;2
430;2020-04-14;1
440;2020-04-14;1
450;2020-04-14;5
461;2020-04-14;8
479;2020-04-14;2
550;2020-04-14;1
580;2020-04-14;2
607;2020-04-14;1
615;2020-04-14;2
621;2020-04-14;2
630;2020-04-14;1
657;2020-04-14;12
661;2020-04-14;8
665;2020-04-14;1
706;2020-04-14;1
710;2020-04-14;2
730;2020-04-14;1
740;2020-04-14;6
751;2020-04-14;3
760;2020-04-14;5
779;2020-04-14;3
787;2020-04-14;1
791;2020-04-14;2
851;2020-04-14;1
101;2020-04-15;36
147;2020-04-15;10
151;2020-04-15;3
153;2020-04-15;6
157;2020-04-15;16
159;2020-04-15;2
161;2020-04-15;2
163;2020-04-15;1
165;2020-04-15;5
167;2020-04-15;12
169;2020-04-15;3
173;2020-04-15;2
183;2020-04-15;3
185;2020-04-15;1
187;2020-04-15;1
210;2020-04-15;2
217;2020-04-15;2
219;2020-04-15;3
223;2020-04-15;1
230;2020-04-15;2
240;2020-04-15;3
250;2020-04-15;1
253;2020-04-15;1
259;2020-04-15;3
265;2020-04-15;4
270;2020-04-15;1
306;2020-04-15;1
316;2020-04-15;3
320;2020-04-15;2
326;2020-04-15;2
329;2020-04-15;1
330;2020-04-15;4
336;2020-04-15;1
340;2020-04-15;1
350;2020-04-15;1
360;2020-04-15;1
370;2020-04-15;4
376;2020-04-15;1
400;2020-04-15;1
420;2020-04-15;2
430;2020-04-15;3
450;2020-04-15;1
479;2020-04-15;1
480;2020-04-15;1
530;2020-04-15;1
561;2020-04-15;1
580;2020-04-15;2
621;2020-04-15;1
630;2020-04-15;1
657;2020-04-15;7
661;2020-04-15;9
671;2020-04-15;1
740;2020-04-15;1
751;2020-04-15;2
756;2020-04-15;3
760;2020-04-15;1
773;2020-04-15;2
787;2020-04-15;1
791;2020-04-15;3
810;2020-04-15;1
820;2020-04-15;1
851;2020-04-15;3
101;2020-04-16;34
147;2020-04-16;4
151;2020-04-16;7
153;2020-04-16;3
157;2020-04-16;1
159;2020-04-16;5
165;2020-04-16;4
167;2020-04-16;1
169;2020-04-16;5
173;2020-04-16;3
175;2020-04-16;5
183;2020-04-16;4
185;2020-04-16;2
190;2020-04-16;1
210;2020-04-16;2
219;2020-04-16;1
223;2020-04-16;1
230;2020-04-16;1
240;2020-04-16;4
250;2020-04-16;1
253;2020-04-16;1
259;2020-04-16;1
260;2020-04-16;1
265;2020-04-16;4
269;2020-04-16;1
316;2020-04-16;1
326;2020-04-16;1
330;2020-04-16;3
336;2020-04-16;2
340;2020-04-16;1
350;2020-04-16;3
360;2020-04-16;1
370;2020-04-16;3
376;2020-04-16;1
390;2020-04-16;1
410;2020-04-16;1
420;2020-04-16;2
450;2020-04-16;1
461;2020-04-16;7
479;2020-04-16;2
482;2020-04-16;1
530;2020-04-16;1
580;2020-04-16;2
615;2020-04-16;2
657;2020-04-16;4
661;2020-04-16;9
665;2020-04-16;2
671;2020-04-16;1
706;2020-04-16;1
740;2020-04-16;4
746;2020-04-16;1
751;2020-04-16;6
756;2020-04-16;4
760;2020-04-16;1
779;2020-04-16;1
791;2020-04-16;6
846;2020-04-16;2
851;2020-04-16;2
860;2020-04-16;1
101;2020-04-17;28
147;2020-04-17;4
151;2020-04-17;3
153;2020-04-17;3
157;2020-04-17;2
159;2020-04-17;4
161;2020-04-17;5
165;2020-04-17;2
167;2020-04-17;7
169;2020-04-17;2
173;2020-04-17;3
175;2020-04-17;4
183;2020-04-17;3
187;2020-04-17;1
190;2020-04-17;2
219;2020-04-17;2
223;2020-04-17;1
230;2020-04-17;3
240;2020-04-17;5
250;2020-04-17;2
253;2020-04-17;1
259;2020-04-17;1
265;2020-04-17;4
316;2020-04-17;4
320;2020-04-17;2
326;2020-04-17;1
330;2020-04-17;5
340;2020-04-17;2
350;2020-04-17;2
360;2020-04-17;8
370;2020-04-17;3
376;2020-04-17;6
390;2020-04-17;4
400;2020-04-17;2
461;2020-04-17;4
479;2020-04-17;1
530;2020-04-17;2
573;2020-04-17;2
630;2020-04-17;1
657;2020-04-17;5
661;2020-04-17;6
740;2020-04-17;5
751;2020-04-17;4
773;2020-04-17;2
787;2020-04-17;1
791;2020-04-17;3
820;2020-04-17;1
101;2020-04-18;27
147;2020-04-18;3
151;2020-04-18;1
153;2020-04-18;1
157;2020-04-18;1
161;2020-04-18;1
163;2020-04-18;2
165;2020-04-18;4
169;2020-04-18;2
183;2020-04-18;3
187;2020-04-18;1
217;2020-04-18;3
219;2020-04-18;1
230;2020-04-18;4
240;2020-04-18;5
250;2020-04-18;1
265;2020-04-18;3
306;2020-04-18;1
320;2020-04-18;1
326;2020-04-18;1
329;2020-04-18;1
330;2020-04-18;2
340;2020-04-18;1
360;2020-04-18;5
370;2020-04-18;2
376;2020-04-18;2
390;2020-04-18;3
461;2020-04-18;1
482;2020-04-18;1
561;2020-04-18;1
657;2020-04-18;2
661;2020-04-18;5
671;2020-04-18;1
740;2020-04-18;1
746;2020-04-18;2
751;2020-04-18;2
760;2020-04-18;1
773;2020-04-18;1
779;2020-04-18;1
791;2020-04-18;2
846;2020-04-18;1
101;2020-04-19;23
147;2020-04-19;7
151;2020-04-19;2
153;2020-04-19;2
157;2020-04-19;2
159;2020-04-19;2
161;2020-04-19;3
163;2020-04-19;3
165;2020-04-19;1
167;2020-04-19;1
183;2020-04-19;3
187;2020-04-19;2
217;2020-04-19;2
230;2020-04-19;3
240;2020-04-19;2
250;2020-04-19;2
253;2020-04-19;1
259;2020-04-19;2
260;2020-04-19;1
265;2020-04-19;2
306;2020-04-19;1
316;2020-04-19;1
320;2020-04-19;2
330;2020-04-19;2
350;2020-04-19;1
360;2020-04-19;2
370;2020-04-19;6
376;2020-04-19;6
390;2020-04-19;3
461;2020-04-19;3
530;2020-04-19;1
657;2020-04-19;4
661;2020-04-19;7
665;2020-04-19;1
751;2020-04-19;2
773;2020-04-19;1
779;2020-04-19;1
787;2020-04-19;1
101;2020-04-20;44
147;2020-04-20;7
151;2020-04-20;7
153;2020-04-20;5
155;2020-04-20;1
159;2020-04-20;5
161;2020-04-20;3
163;2020-04-20;4
165;2020-04-20;10
167;2020-04-20;7
169;2020-04-20;8
175;2020-04-20;6
183;2020-04-20;5
185;2020-04-20;3
187;2020-04-20;4
190;2020-04-20;1
201;2020-04-20;1
210;2020-04-20;1
217;2020-04-20;1
219;2020-04-20;2
230;2020-04-20;1
240;2020-04-20;4
250;2020-04-20;3
259;2020-04-20;1
260;2020-04-20;2
265;2020-04-20;1
270;2020-04-20;2
306;2020-04-20;1
316;2020-04-20;8
326;2020-04-20;1
330;2020-04-20;9
336;2020-04-20;1
340;2020-04-20;3
350;2020-04-20;1
360;2020-04-20;4
370;2020-04-20;2
376;2020-04-20;3
390;2020-04-20;1
400;2020-04-20;2
461;2020-04-20;2
479;2020-04-20;1
530;2020-04-20;2
615;2020-04-20;2
657;2020-04-20;3
661;2020-04-20;12
665;2020-04-20;1
706;2020-04-20;1
746;2020-04-20;1
751;2020-04-20;1
760;2020-04-20;1
773;2020-04-20;1
787;2020-04-20;1
791;2020-04-20;4
846;2020-04-20;4
101;2020-04-21;39
147;2020-04-21;7
151;2020-04-21;2
153;2020-04-21;4
155;2020-04-21;2
157;2020-04-21;4
159;2020-04-21;2
161;2020-04-21;1
163;2020-04-21;1
165;2020-04-21;4
167;2020-04-21;14
169;2020-04-21;2
173;2020-04-21;2
175;2020-04-21;2
183;2020-04-21;6
185;2020-04-21;2
187;2020-04-21;3
210;2020-04-21;2
217;2020-04-21;4
230;2020-04-21;2
240;2020-04-21;10
250;2020-04-21;3
253;2020-04-21;1
259;2020-04-21;3
260;2020-04-21;1
265;2020-04-21;3
306;2020-04-21;4
316;2020-04-21;9
320;2020-04-21;3
326;2020-04-21;5
330;2020-04-21;4
336;2020-04-21;1
360;2020-04-21;3
370;2020-04-21;4
376;2020-04-21;5
390;2020-04-21;2
400;2020-04-21;1
410;2020-04-21;2
461;2020-04-21;2
479;2020-04-21;1
480;2020-04-21;1
482;2020-04-21;1
540;2020-04-21;1
561;2020-04-21;2
580;2020-04-21;1
607;2020-04-21;1
661;2020-04-21;4
740;2020-04-21;3
751;2020-04-21;1
773;2020-04-21;2
779;2020-04-21;4
791;2020-04-21;6
810;2020-04-21;2
840;2020-04-21;1
101;2020-04-22;46
147;2020-04-22;2
151;2020-04-22;4
153;2020-04-22;5
155;2020-04-22;1
157;2020-04-22;3
159;2020-04-22;7
161;2020-04-22;5
165;2020-04-22;9
167;2020-04-22;16
169;2020-04-22;4
173;2020-04-22;2
175;2020-04-22;1
183;2020-04-22;5
185;2020-04-22;2
187;2020-04-22;2
190;2020-04-22;2
201;2020-04-22;2
210;2020-04-22;2
217;2020-04-22;1
219;2020-04-22;6
223;2020-04-22;1
230;2020-04-22;5
240;2020-04-22;15
250;2020-04-22;1
253;2020-04-22;1
259;2020-04-22;3
260;2020-04-22;1
265;2020-04-22;3
270;2020-04-22;1
306;2020-04-22;1
316;2020-04-22;7
320;2020-04-22;3
326;2020-04-22;1
330;2020-04-22;8
360;2020-04-22;2
370;2020-04-22;1
376;2020-04-22;1
390;2020-04-22;3
400;2020-04-22;2
461;2020-04-22;1
621;2020-04-22;1
657;2020-04-22;8
661;2020-04-22;6
665;2020-04-22;1
671;2020-04-22;1
740;2020-04-22;2
746;2020-04-22;1
751;2020-04-22;1
756;2020-04-22;2
760;2020-04-22;1
779;2020-04-22;5
791;2020-04-22;4
840;2020-04-22;1
846;2020-04-22;2
849;2020-04-22;2
101;2020-04-23;35
147;2020-04-23;5
151;2020-04-23;4
153;2020-04-23;2
157;2020-04-23;8
159;2020-04-23;6
161;2020-04-23;3
163;2020-04-23;3
165;2020-04-23;7
167;2020-04-23;3
169;2020-04-23;6
173;2020-04-23;2
175;2020-04-23;6
183;2020-04-23;10
185;2020-04-23;4
187;2020-04-23;2
210;2020-04-23;4
217;2020-04-23;2
219;2020-04-23;1
230;2020-04-23;8
240;2020-04-23;11
250;2020-04-23;3
253;2020-04-23;2
265;2020-04-23;6
270;2020-04-23;2
306;2020-04-23;1
316;2020-04-23;5
320;2020-04-23;1
326;2020-04-23;1
330;2020-04-23;12
350;2020-04-23;3
360;2020-04-23;6
370;2020-04-23;6
376;2020-04-23;5
390;2020-04-23;2
400;2020-04-23;1
440;2020-04-23;1
461;2020-04-23;1
540;2020-04-23;1
573;2020-04-23;2
580;2020-04-23;1
615;2020-04-23;1
621;2020-04-23;1
630;2020-04-23;1
657;2020-04-23;7
661;2020-04-23;6
740;2020-04-23;7
751;2020-04-23;4
756;2020-04-23;2
760;2020-04-23;1
779;2020-04-23;1
787;2020-04-23;1
791;2020-04-23;3
851;2020-04-23;2
101;2020-04-24;43
147;2020-04-24;5
153;2020-04-24;2
155;2020-04-24;2
157;2020-04-24;3
159;2020-04-24;4
161;2020-04-24;2
163;2020-04-24;2
165;2020-04-24;2
167;2020-04-24;3
169;2020-04-24;3
173;2020-04-24;1
175;2020-04-24;2
183;2020-04-24;3
185;2020-04-24;1
187;2020-04-24;2
201;2020-04-24;1
210;2020-04-24;3
217;2020-04-24;2
219;2020-04-24;1
230;2020-04-24;1
240;2020-04-24;5
250;2020-04-24;4
253;2020-04-24;2
259;2020-04-24;2
265;2020-04-24;4
269;2020-04-24;1
270;2020-04-24;1
306;2020-04-24;6
316;2020-04-24;4
326;2020-04-24;2
330;2020-04-24;3
336;2020-04-24;3
350;2020-04-24;1
360;2020-04-24;3
370;2020-04-24;2
376;2020-04-24;1
390;2020-04-24;1
479;2020-04-24;1
561;2020-04-24;2
573;2020-04-24;1
580;2020-04-24;1
615;2020-04-24;1
657;2020-04-24;3
661;2020-04-24;5
665;2020-04-24;1
730;2020-04-24;2
740;2020-04-24;3
751;2020-04-24;6
756;2020-04-24;4
760;2020-04-24;1
773;2020-04-24;1
779;2020-04-24;1
851;2020-04-24;1
101;2020-04-25;30
147;2020-04-25;3
151;2020-04-25;1
153;2020-04-25;2
157;2020-04-25;1
159;2020-04-25;2
161;2020-04-25;1
165;2020-04-25;1
